pathogen_nm	pathogenType_nm	subtype	latin name	alt_latin_names	alt_common_names	ph_common_names	crops	taxonomy	notes	urls	biological_cure
Alternaria cardiospermi	Fungus		Alternaria cardiospermi								
Alternaria caricae	Fungus		Alternaria caricae								
Alternaria caricicola	Fungus		Alternaria caricicola								
Alternaria caricina	Fungus		Alternaria caricina								
Alternaria caricis	Fungus		Alternaria caricis								
Alternaria carolinaeana	Fungus		Alternaria carolinaeana								
Alternaria carotiincultae	Fungus		Alternaria carotiincultae								
Alternaria carthami	Fungus		Alternaria carthami	/wiki/Alternaria_carthami							
Alternaria carthamicola	Fungus		Alternaria carthamicola								
Alternaria carthami-tinctorii	Fungus		Alternaria carthami-tinctorii								
Alternaria cassiae	Fungus		Alternaria cassiae								
Alternaria castaneae	Fungus		Alternaria castaneae								
Alternaria catalpae	Fungus		Alternaria catalpae								
Alternaria catananches	Fungus		Alternaria catananches								
Alternaria catharanthi	Fungus		Alternaria catharanthi								
Alternaria catharanthicola	Fungus		Alternaria catharanthicola								
Alternaria caudata	Fungus		Alternaria caudata								
Alternaria celosiicola	Fungus		Alternaria celosiicola								
Alternaria centaureae	Fungus		Alternaria centaureae								
Alternaria cepulae	Fungus		Alternaria cepulae								
Alternaria cerasi	Fungus		Alternaria cerasi								
Alternaria cerasidanica	Fungus		Alternaria cerasidanica								
Alternaria cercosporoides	Fungus		Alternaria cercosporoides								
Alternaria cerealis	Fungus		Alternaria cerealis								
Alternaria cesenica	Fungus		Alternaria cesenica								
Alternaria chartarum	Fungus		Alternaria chartarum								
Alternaria cheiranthi	Fungus		Alternaria cheiranthi								
Alternaria chenopodii	Fungus		Alternaria chenopodii								
Alternaria chenopodiicola	Fungus		Alternaria chenopodiicola								
Alternaria chlamydospora	Fungus		Alternaria chlamydospora								
Alternaria chlamydosporifera	Fungus		Alternaria chlamydosporifera								
Alternaria chlamydosporiformans	Fungus		Alternaria chlamydosporiformans								
Alternaria chlamydosporigena	Fungus		Alternaria chlamydosporigena								
Alternaria ciceris	Fungus		Alternaria ciceris								
Alternaria cichorii	Fungus		Alternaria cichorii								
Alternaria cicina	Fungus		Alternaria cicina								
Alternaria cinerariae	Fungus		Alternaria cinerariae	/wiki/Alternaria_cinerariae							
Alternaria cinerea	Fungus		Alternaria cinerea								
Alternaria cirsinoxia	Fungus		Alternaria cirsinoxia								
Alternaria citri	Fungus		Alternaria citri	/wiki/Alternaria_citri							
Alternaria citriarbusti	Fungus		Alternaria citriarbusti								
Alternaria citricancri	Fungus		Alternaria citricancri								
Alternaria citrimacularis	Fungus		Alternaria citrimacularis								
Alternaria citrullicola	Fungus		Alternaria citrullicola								
Alternaria clerodendri	Fungus		Alternaria clerodendri								
Alternaria coicis	Fungus		Alternaria coicis								
Alternaria colombiana	Fungus		Alternaria colombiana								
Alternaria compacta	Fungus		Alternaria compacta								
Alternaria concatenata	Fungus		Alternaria concatenata								
Alternaria concentrica	Fungus		Alternaria concentrica								
Alternaria congesta	Fungus		Alternaria congesta								
Alternaria conidiophora	Fungus		Alternaria conidiophora								
Alternaria conoidea	Fungus		Alternaria conoidea								
Alternaria consortialis	Fungus		Alternaria consortialis	/wiki/Alternaria_consortialis							
Alternaria constricta	Fungus		Alternaria constricta								
Alternaria cookei	Fungus		Alternaria cookei								
Alternaria cosmosa	Fungus		Alternaria cosmosa								
Alternaria crassa	Fungus		Alternaria crassa								
Alternaria crassoides	Fungus		Alternaria crassoides								
Alternaria crotonicola	Fungus		Alternaria crotonicola								
Alternaria crotonis	Fungus		Alternaria crotonis								
Alternaria cryptostegiae	Fungus		Alternaria cryptostegiae								
Alternaria cucumerina	Fungus		Alternaria cucumerina	/wiki/Alternaria_cucumerina							
Alternaria cucurbitae	Fungus		Alternaria cucurbitae								
Alternaria culmorum	Fungus		Alternaria culmorum								
Alternaria cumini	Fungus		Alternaria cumini								
Alternaria curvata	Fungus		Alternaria curvata								
Alternaria cylindrica	Fungus		Alternaria cylindrica								
Alternaria cylindrorostra	Fungus		Alternaria cylindrorostra								
Alternaria cypericola	Fungus		Alternaria cypericola								
Alternaria cyphomandrae	Fungus		Alternaria cyphomandrae								
Alternaria dactylidicola	Fungus		Alternaria dactylidicola								
Alternaria danida	Fungus		Alternaria danida								
Alternaria daturicola	Fungus		Alternaria daturicola								
Alternaria dauci	Fungus		Alternaria dauci	/wiki/Alternaria_dauci							
Alternaria daucicaulis	Fungus		Alternaria daucicaulis								
Alternaria daucicola	Fungus		Alternaria daucicola								
Alternaria daucifolii	Fungus		Alternaria daucifolii								
Alternaria dendropanacis	Fungus		Alternaria dendropanacis								
Alternaria dennisii	Fungus		Alternaria dennisii								
Alternaria deserticola	Fungus		Alternaria deserticola								
Alternaria destruens	Fungus		Alternaria destruens								
Alternaria dianthi	Fungus		Alternaria dianthi	/wiki/Alternaria_dianthi							
Alternaria dianthicola	Fungus		Alternaria dianthicola	/wiki/Alternaria_dianthicola							
Alternaria dichondrae	Fungus		Alternaria dichondrae								
Alternaria didymospora	Fungus		Alternaria didymospora								
Alternaria dioscoreae	Fungus		Alternaria dioscoreae								
Alternaria dissitiflori	Fungus		Alternaria dissitiflori								
Alternaria divaricatae	Fungus		Alternaria divaricatae								
Alternaria diversispora	Fungus		Alternaria diversispora								
Alternaria dolichi	Fungus		Alternaria dolichi								
Alternaria doliconidium	Fungus		Alternaria doliconidium								
Alternaria dumosa	Fungus		Alternaria dumosa								
Alternaria echinaceae	Fungus		Alternaria echinaceae								
Alternaria eichhorniae	Fungus		Alternaria eichhorniae								
Alternaria elaeagni	Fungus		Alternaria elaeagni								
Alternaria elegans	Fungus		Alternaria elegans								
Alternaria eleutherines	Fungus		Alternaria eleutherines								
Alternaria ellipsoidalis	Fungus		Alternaria ellipsoidalis								
Alternaria ellipsoidea	Fungus		Alternaria ellipsoidea								
Alternaria ellisii	Fungus		Alternaria ellisii								
Alternaria embellisia	Fungus		Alternaria embellisia								
Alternaria enydrae	Fungus		Alternaria enydrae								
Alternaria eriobotryae	Fungus		Alternaria eriobotryae								
Alternaria ershadii	Fungus		Alternaria ershadii								
Alternaria erumpens	Fungus		Alternaria erumpens								
Alternaria eryngii	Fungus		Alternaria eryngii								
Alternaria erythrinae	Fungus		Alternaria erythrinae								
Alternaria ethzedia	Fungus		Alternaria ethzedia								
Alternaria eucalypti	Fungus		Alternaria eucalypti								
Alternaria eupatoriicola	Fungus		Alternaria eupatoriicola								
Alternaria euphorbiae	Fungus		Alternaria euphorbiae	/wiki/Alternaria_euphorbiae							
Alternaria euphorbiicola	Fungus		Alternaria euphorbiicola	/wiki/Alternaria_euphorbiicola							
Alternaria eureka	Fungus		Alternaria eureka								
Alternaria fagaricola	Fungus		Alternaria fagaricola								
Alternaria falcata	Fungus		Alternaria falcata								
Alternaria fici	Fungus		Alternaria fici								
Alternaria ficinae	Fungus		Alternaria ficinae								
Alternaria fimeti	Fungus		Alternaria fimeti								
Alternaria floridana	Fungus		Alternaria floridana								
Alternaria florigena	Fungus		Alternaria florigena								
Alternaria forlicesenensis	Fungus		Alternaria forlicesenensis								
Alternaria forsythiae	Fungus		Alternaria forsythiae								
Alternaria franseriae 	Fungus		Alternaria franseriae 								
Alternaria frumenti	Fungus		Alternaria frumenti								
Alternaria fulva	Fungus		Alternaria fulva								
Alternaria fumaginoides	Fungus		Alternaria fumaginoides								
Alternaria fumosella	Fungus		Alternaria fumosella								
Alternaria gaisen	Fungus		Alternaria gaisen								
Alternaria gansuensis	Fungus		Alternaria gansuensis								
Alternaria gaurae	Fungus		Alternaria gaurae								
Alternaria geniostomatis	Fungus		Alternaria geniostomatis								
Alternaria geophila	Fungus		Alternaria geophila								
Alternaria geranii	Fungus		Alternaria geranii								
Alternaria glyceriae	Fungus		Alternaria glyceriae								
Alternaria gomphrenae	Fungus		Alternaria gomphrenae								
Alternaria gorakhpurensis	Fungus		Alternaria gorakhpurensis								
Alternaria gossypii	Fungus		Alternaria gossypii								
Alternaria gossypina	Fungus		Alternaria gossypina								
Alternaria gpagarwalii	Fungus		Alternaria gpagarwalii								
Alternaria graminicola	Fungus		Alternaria graminicola								
Alternaria graminum	Fungus		Alternaria graminum								
Alternaria grandis	Fungus		Alternaria grandis								
Alternaria granulosa	Fungus		Alternaria granulosa								
Alternaria grisea	Fungus		Alternaria grisea								
Alternaria grossulariae	Fungus		Alternaria grossulariae								
Alternaria guangxiensis	Fungus		Alternaria guangxiensis								
Alternaria guaranitica	Fungus		Alternaria guaranitica								
Alternaria guarroi	Fungus		Alternaria guarroi								
Alternaria guilanica	Fungus		Alternaria guilanica								
Alternaria guizhouensis	Fungus		Alternaria guizhouensis								
Alternaria gypsophilae	Fungus		Alternaria gypsophilae								
Alternaria hampshirensis	Fungus		Alternaria hampshirensis								
Alternaria harzii	Fungus		Alternaria harzii								
Alternaria hawaiiensis	Fungus		Alternaria hawaiiensis								
Alternaria hederae	Fungus		Alternaria hederae								
Alternaria hedjaroudei	Fungus		Alternaria hedjaroudei								
Alternaria helianthicola	Fungus		Alternaria helianthicola	/wiki/Alternaria_helianthicola							
Alternaria helianthinficiens	Fungus		Alternaria helianthinficiens								
Alternaria heliophytonis	Fungus		Alternaria heliophytonis								
Alternaria henanensis	Fungus		Alternaria henanensis								
Alternaria herbiculinae	Fungus		Alternaria herbiculinae								
Alternaria herbiphorbicola	Fungus		Alternaria herbiphorbicola								
Alternaria hesperidearum	Fungus		Alternaria hesperidearum								
Alternaria heteroschemos	Fungus		Alternaria heteroschemos								
Alternaria heterospora	Fungus		Alternaria heterospora								
Alternaria heveae	Fungus		Alternaria heveae								
Alternaria heyranica	Fungus		Alternaria heyranica								
Alternaria hibisci	Fungus		Alternaria hibisci								
Alternaria hibiscina	Fungus		Alternaria hibiscina								
Alternaria hibiscinficiens	Fungus		Alternaria hibiscinficiens								
Alternaria hispanica	Fungus		Alternaria hispanica								
Alternaria hispida	Fungus		Alternaria hispida								
Alternaria hominis	Fungus		Alternaria hominis								
Alternaria hordeiaustralica	Fungus		Alternaria hordeiaustralica								
Alternaria hordeicola	Fungus		Alternaria hordeicola								
Alternaria hordeiseminis	Fungus		Alternaria hordeiseminis								
Alternaria hortensiae	Fungus		Alternaria hortensiae								
Alternaria humicola	Fungus		Alternaria humicola								
Alternaria humuli	Fungus		Alternaria humuli								
Alternaria humuli-scandens	Fungus		Alternaria humuli-scandens								
Alternaria hungarica	Fungus		Alternaria hungarica								
Alternaria hyacinthi	Fungus		Alternaria hyacinthi								
Alternaria hydrophila	Fungus		Alternaria hydrophila								
Alternaria ignobilis	Fungus		Alternaria ignobilis								
Alternaria impatientis	Fungus		Alternaria impatientis								
Alternaria incomplexa	Fungus		Alternaria incomplexa								
Alternaria inconspicua	Fungus		Alternaria inconspicua								
Alternaria indefessa	Fungus		Alternaria indefessa								
Alternaria infectoria	Fungus		Alternaria infectoria								
Alternaria inflata	Fungus		Alternaria inflata								
Alternaria instipitata	Fungus		Alternaria instipitata								
Alternaria intercepta	Fungus		Alternaria intercepta								
Alternaria interna	Fungus		Alternaria interna								
Alternaria interrupta	Fungus		Alternaria interrupta								
Alternaria ipomoeae	Fungus		Alternaria ipomoeae								
Alternaria iranica	Fungus		Alternaria iranica								
Alternaria iridiaustralis	Fungus		Alternaria iridiaustralis								
Alternaria iridicola	Fungus		Alternaria iridicola								
Alternaria italica	Fungus		Alternaria italica								
Alternaria jacinthicola	Fungus		Alternaria jacinthicola								
Alternaria japonica	Fungus		Alternaria japonica	/wiki/Alternaria_japonica							
Alternaria jesenskae	Fungus		Alternaria jesenskae								
Alternaria junci-acuti	Fungus		Alternaria junci-acuti								
Alternaria juncicola	Fungus		Alternaria juncicola								
Alternaria junci-glauci	Fungus		Alternaria junci-glauci								
Alternaria juxtiseptata	Fungus		Alternaria juxtiseptata								
Alternaria kamtschatica	Fungus		Alternaria kamtschatica								
Alternaria kansui	Fungus		Alternaria kansui								
Alternaria kareliniae	Fungus		Alternaria kareliniae								
Alternaria kordkuyana	Fungus		Alternaria kordkuyana								
Alternaria koreana	Fungus		Alternaria koreana								
Alternaria kulundae	Fungus		Alternaria kulundae								
Alternaria lactucae	Fungus		Alternaria lactucae								
Alternaria lactucicola	Fungus		Alternaria lactucicola								
Alternaria lallemantiae	Fungus		Alternaria lallemantiae								
Alternaria lanuginosa	Fungus		Alternaria lanuginosa								
Alternaria lathyri	Fungus		Alternaria lathyri								
Alternaria latifunda	Fungus		Alternaria latifunda								
Alternaria latispora	Fungus		Alternaria latispora								
Alternaria lawrencei	Fungus		Alternaria lawrencei								
Alternaria leptinellae	Fungus		Alternaria leptinellae								
Alternaria levis	Fungus		Alternaria levis								
Alternaria ligustici	Fungus		Alternaria ligustici								
Alternaria limaciformis	Fungus		Alternaria limaciformis								
Alternaria limicola	Fungus		Alternaria limicola	/wiki/Alternaria_limicola							
Alternaria limnanthemicola	Fungus		Alternaria limnanthemicola								
Alternaria limoniasperae	Fungus		Alternaria limoniasperae								
Alternaria linariae	Fungus		Alternaria linariae								
Alternaria lini	Fungus		Alternaria lini								
Alternaria linicola	Fungus		Alternaria linicola	/wiki/Alternaria_linicola							
Alternaria liriodendri	Fungus		Alternaria liriodendri								
Alternaria litorea	Fungus		Alternaria litorea								
Alternaria lolii	Fungus		Alternaria lolii								
Alternaria loliicola	Fungus		Alternaria loliicola								
Alternaria lolii-temulenti	Fungus		Alternaria lolii-temulenti								
Alternaria longipes	Fungus		Alternaria longipes								
Alternaria longirostrata	Fungus		Alternaria longirostrata								
Alternaria longispora	Fungus		Alternaria longispora								
Alternaria longissima	Fungus		Alternaria longissima								
Alternaria loofahae	Fungus		Alternaria loofahae								
Alternaria luffae	Fungus		Alternaria luffae								
Alternaria lunariae	Fungus		Alternaria lunariae								
Alternaria lungaensis	Fungus		Alternaria lungaensis								
Alternaria macalpinei	Fungus		Alternaria macalpinei								
Alternaria macilenta	Fungus		Alternaria macilenta								
Alternaria macroconidia	Fungus		Alternaria macroconidia								
Alternaria macrospora	Fungus		Alternaria macrospora	/wiki/Alternaria_macrospora							
Alternaria malayensis	Fungus		Alternaria malayensis								
Alternaria mali	Fungus		Alternaria mali	/wiki/Alternaria_mali							
Alternaria malorum	Fungus		Alternaria malorum								
Alternaria malvacearum	Fungus		Alternaria malvacearum								
Alternaria malvae	Fungus		Alternaria malvae								
Alternaria malvae-vulgaris	Fungus		Alternaria malvae-vulgaris								
Alternaria manihoticola	Fungus		Alternaria manihoticola								
Alternaria manihotis	Fungus		Alternaria manihotis								
Alternaria manshurica	Fungus		Alternaria manshurica								
Alternaria maritima	Fungus		Alternaria maritima								
Alternaria martindalei	Fungus		Alternaria martindalei								
Alternaria melongenae	Fungus		Alternaria melongenae								
Alternaria merytae	Fungus		Alternaria merytae								
Alternaria metachromatica	Fungus		Alternaria metachromatica								
Alternaria microspora	Fungus		Alternaria microspora								
Alternaria mimicula	Fungus		Alternaria mimicula								
Alternaria minimispora	Fungus		Alternaria minimispora								
Alternaria mirabibensis	Fungus		Alternaria mirabibensis								
Alternaria molesta	Fungus		Alternaria molesta								
Alternaria montanica	Fungus		Alternaria montanica								
Alternaria montsantina	Fungus		Alternaria montsantina								
Alternaria mouchaccae	Fungus		Alternaria mouchaccae								
Alternaria multiformis	Fungus		Alternaria multiformis								
Alternaria multirostrata	Fungus		Alternaria multirostrata								
Alternaria muriformispora	Fungus		Alternaria muriformispora								
Alternaria murispora	Fungus		Alternaria murispora								
Alternaria mycophila	Fungus		Alternaria mycophila								
Alternaria nana	Fungus		Alternaria nana								
Alternaria napiformis	Fungus		Alternaria napiformis								
Alternaria nashi	Fungus		Alternaria nashi								
Alternaria nattrassii	Fungus		Alternaria nattrassii								
Alternaria neergaardii	Fungus		Alternaria neergaardii								
Alternaria negundinicola	Fungus		Alternaria negundinicola								
Alternaria nelumbicola	Fungus		Alternaria nelumbicola								
Alternaria nelumbii	Fungus		Alternaria nelumbii								
Alternaria neoipomoeae	Fungus		Alternaria neoipomoeae								
Alternaria nepalensis	Fungus		Alternaria nepalensis								
Alternaria nerii	Fungus		Alternaria nerii								
Alternaria nicotiana	Fungus		Alternaria nicotiana								
Alternaria nimbyae-dianthi	Fungus		Alternaria nimbyae-dianthi								
Alternaria nimbyoides	Fungus		Alternaria nimbyoides								
Alternaria nitrimali	Fungus		Alternaria nitrimali								
Alternaria nobilis	Fungus		Alternaria nobilis								
Alternaria nodulariconidiophora	Fungus		Alternaria nodulariconidiophora								
Alternaria novae-guineensis	Fungus		Alternaria novae-guineensis								
Alternaria novae-zelandiae	Fungus		Alternaria novae-zelandiae								
Alternaria nucis	Fungus		Alternaria nucis								
Alternaria nyctanthis	Fungus		Alternaria nyctanthis								
Alternaria obclavata	Fungus		Alternaria obclavata								
Alternaria obclavoidea	Fungus		Alternaria obclavoidea								
Alternaria oblongoellipsoidea	Fungus		Alternaria oblongoellipsoidea								
Alternaria oblongo-obovoidea	Fungus		Alternaria oblongo-obovoidea								
Alternaria obovoidea	Fungus		Alternaria obovoidea								
Alternaria obpyriconidia	Fungus		Alternaria obpyriconidia								
Alternaria obpyriformis	Fungus		Alternaria obpyriformis								
Alternaria obtecta	Fungus		Alternaria obtecta								
Alternaria obtusa	Fungus		Alternaria obtusa								
Alternaria ochroleuca	Fungus		Alternaria ochroleuca								
Alternaria olivacea	Fungus		Alternaria olivacea								
Alternaria omanensis	Fungus		Alternaria omanensis								
Alternaria onobrychidis	Fungus		Alternaria onobrychidis								
Alternaria oregonensis	Fungus		Alternaria oregonensis								
Alternaria ornatissima	Fungus		Alternaria ornatissima								
Alternaria orobanches	Fungus		Alternaria orobanches								
Alternaria oryzae	Fungus		Alternaria oryzae								
Alternaria oudemansii	Fungus		Alternaria oudemansii								
Alternaria ovoidea	Fungus		Alternaria ovoidea								
Alternaria oxytropis	Fungus		Alternaria oxytropis								
Alternaria padwickii	Fungus		Alternaria padwickii	/wiki/Alternaria_padwickii							
Alternaria painchiicola	Fungus		Alternaria painchiicola								
Alternaria palandui	Fungus		Alternaria palandui								
Alternaria panax	Fungus		Alternaria panax	/wiki/Alternaria_panax							
Alternaria papavericola	Fungus		Alternaria papavericola								
Alternaria papaveris	Fungus		Alternaria papaveris								
Alternaria paragomphrenae	Fungus		Alternaria paragomphrenae								
Alternaria paralinicola	Fungus		Alternaria paralinicola								
Alternaria parvicaespitosa	Fungus		Alternaria parvicaespitosa								
Alternaria passiflorae	Fungus		Alternaria passiflorae								
Alternaria patula	Fungus		Alternaria patula								
Alternaria peglionii	Fungus		Alternaria peglionii								
Alternaria pellucida	Fungus		Alternaria pellucida								
Alternaria penicillata	Fungus		Alternaria penicillata	/wiki/Alternaria_penicillata							
Alternaria peponicola	Fungus		Alternaria peponicola								
Alternaria peponis	Fungus		Alternaria peponis								
Alternaria perangusta	Fungus		Alternaria perangusta								
Alternaria perpunctulata	Fungus		Alternaria perpunctulata								
Alternaria petalicolor	Fungus		Alternaria petalicolor								
Alternaria petasitis	Fungus		Alternaria petasitis								
Alternaria petroselini	Fungus		Alternaria petroselini								
Alternaria petuchovskoi	Fungus		Alternaria petuchovskoi								
Alternaria peucedani	Fungus		Alternaria peucedani								
Alternaria pharbiticola	Fungus		Alternaria pharbiticola								
Alternaria pharbitis	Fungus		Alternaria pharbitis								
Alternaria phaseolicola	Fungus		Alternaria phaseolicola								
Alternaria phaseoli-vulgaris	Fungus		Alternaria phaseoli-vulgaris								
Alternaria philodendri	Fungus		Alternaria philodendri								
Alternaria photistica	Fungus		Alternaria photistica								
Alternaria phragmiticola	Fungus		Alternaria phragmiticola								
Alternaria phragmospora	Fungus		Alternaria phragmospora								
Alternaria physalidis	Fungus		Alternaria physalidis								
Alternaria phytolaccae	Fungus		Alternaria phytolaccae								
Alternaria pimpriana	Fungus		Alternaria pimpriana								
Alternaria pipionipisi	Fungus		Alternaria pipionipisi								
Alternaria planifunda	Fungus		Alternaria planifunda								
Alternaria platycodonis	Fungus		Alternaria platycodonis								
Alternaria plumbaginis	Fungus		Alternaria plumbaginis								
Alternaria pluriseptata	Fungus		Alternaria pluriseptata								
Alternaria poaceicola	Fungus		Alternaria poaceicola								
Alternaria pobletensis	Fungus		Alternaria pobletensis								
Alternaria podophylli	Fungus		Alternaria podophylli								
Alternaria polianthis	Fungus		Alternaria polianthis								
Alternaria polygoni	Fungus		Alternaria polygoni								
Alternaria polymorpha	Fungus		Alternaria polymorpha								
Alternaria polypodii	Fungus		Alternaria polypodii								
Alternaria polypodiicola	Fungus		Alternaria polypodiicola								
Alternaria polytricha	Fungus		Alternaria polytricha								
Alternaria pomicola	Fungus		Alternaria pomicola								
Alternaria poonensis	Fungus		Alternaria poonensis								
Alternaria populi	Fungus		Alternaria populi								
Alternaria populicola	Fungus		Alternaria populicola								
Alternaria porri	Fungus		Alternaria porri								
Alternaria postmessia	Fungus		Alternaria postmessia								
Alternaria prasonis	Fungus		Alternaria prasonis								
Alternaria pratensis	Fungus		Alternaria pratensis								
Alternaria preussii	Fungus		Alternaria preussii								
Alternaria primulae	Fungus		Alternaria primulae								
Alternaria proteae	Fungus		Alternaria proteae								
Alternaria protenta	Fungus		Alternaria protenta								
Alternaria pruni	Fungus		Alternaria pruni								
Alternaria prunicola	Fungus		Alternaria prunicola								
Alternaria pseudobotrytis	Fungus		Alternaria pseudobotrytis								
Alternaria pseudoeichhorniae	Fungus		Alternaria pseudoeichhorniae								
Alternaria pseudoinfectoria	Fungus		Alternaria pseudoinfectoria								
Alternaria pseudorostrata	Fungus		Alternaria pseudorostrata								
Alternaria pseudoventricosa	Fungus		Alternaria pseudoventricosa								
Alternaria pulcherrimae	Fungus		Alternaria pulcherrimae								
Alternaria pulvinifungicola	Fungus		Alternaria pulvinifungicola								
Alternaria puttemansii	Fungus		Alternaria puttemansii								
Alternaria qualeae	Fungus		Alternaria qualeae								
Alternaria quercicola	Fungus		Alternaria quercicola								
Alternaria quercus	Fungus		Alternaria quercus								
Alternaria radicina	Fungus		Alternaria radicina	/wiki/Alternaria_radicina							
Alternaria ramulosa	Fungus		Alternaria ramulosa								
Alternaria ranunculi	Fungus		Alternaria ranunculi								
Alternaria raphani	Fungus		Alternaria raphani	/wiki/Alternaria_raphani							
Alternaria readeri	Fungus		Alternaria readeri								
Alternaria resedae	Fungus		Alternaria resedae								
Alternaria rhadina	Fungus		Alternaria rhadina								
Alternaria rhapontici	Fungus		Alternaria rhapontici								
Alternaria rhaponticicola	Fungus		Alternaria rhaponticicola								
Alternaria rhizophorae	Fungus		Alternaria rhizophorae								
Alternaria rhoicola	Fungus		Alternaria rhoicola								
Alternaria ribis	Fungus		Alternaria ribis								
Alternaria ricini	Fungus		Alternaria ricini								
Alternaria rosae	Fungus		Alternaria rosae								
Alternaria rosa-sinensis	Fungus		Alternaria rosa-sinensis								
Alternaria roseogrisea	Fungus		Alternaria roseogrisea								
Alternaria rosicola	Fungus		Alternaria rosicola								
Alternaria rosifolii	Fungus		Alternaria rosifolii								
Alternaria rostellata	Fungus		Alternaria rostellata								
Alternaria rostroconidia	Fungus		Alternaria rostroconidia								
Alternaria rudbeckiae	Fungus		Alternaria rudbeckiae								
Alternaria rumicicola	Fungus		Alternaria rumicicola								
Alternaria rumicis	Fungus		Alternaria rumicis								
Alternaria salicicola	Fungus		Alternaria salicicola								
Alternaria salicorniae	Fungus		Alternaria salicorniae								
Alternaria sanguisorbae	Fungus		Alternaria sanguisorbae								
Alternaria saparva	Fungus		Alternaria saparva								
Alternaria sapindi	Fungus		Alternaria sapindi								
Alternaria saponariae	Fungus		Alternaria saponariae	/wiki/Alternaria_saponariae							
Alternaria saposhnikoviae	Fungus		Alternaria saposhnikoviae								
Alternaria sauropodis	Fungus		Alternaria sauropodis								
Alternaria scirpinfestans	Fungus		Alternaria scirpinfestans								
Alternaria scirpivora	Fungus		Alternaria scirpivora								
Alternaria scorzonerae	Fungus		Alternaria scorzonerae								
Alternaria scrophulariae	Fungus		Alternaria scrophulariae								
Alternaria seleniiphila	Fungus		Alternaria seleniiphila								
Alternaria selini	Fungus		Alternaria selini								
Alternaria senecionicola	Fungus		Alternaria senecionicola								
Alternaria senecionis	Fungus		Alternaria senecionis	/wiki/Alternaria_senecionis							
Alternaria sennae	Fungus		Alternaria sennae								
Alternaria septorioides	Fungus		Alternaria septorioides								
Alternaria septospora	Fungus		Alternaria septospora								
Alternaria sesami	Fungus		Alternaria sesami								
Alternaria sesamicola	Fungus		Alternaria sesamicola								
Alternaria setariae	Fungus		Alternaria setariae								
Alternaria shaanxiensis	Fungus		Alternaria shaanxiensis								
Alternaria shukurtuzi	Fungus		Alternaria shukurtuzi								
Alternaria sidae	Fungus		Alternaria sidae								
Alternaria silybi	Fungus		Alternaria silybi								
Alternaria simmonsii	Fungus		Alternaria simmonsii								
Alternaria simsimi	Fungus		Alternaria simsimi								
Alternaria slovaca	Fungus		Alternaria slovaca								
Alternaria smyrnii	Fungus		Alternaria smyrnii								
Alternaria sojae	Fungus		Alternaria sojae								
Alternaria solani	Fungus		Alternaria solani	/wiki/Alternaria_solani							
Alternaria solani-nigri	Fungus		Alternaria solani-nigri								
Alternaria soliaegyptiaca	Fungus		Alternaria soliaegyptiaca								
Alternaria soliaridae	Fungus		Alternaria soliaridae								
Alternaria solidaccana	Fungus		Alternaria solidaccana								
Alternaria somniferi	Fungus		Alternaria somniferi								
Alternaria sonchi	Fungus		Alternaria sonchi	/wiki/Alternaria_sonchi							
Alternaria sorghi	Fungus		Alternaria sorghi								
Alternaria sorghicola	Fungus		Alternaria sorghicola								
Alternaria spadicea	Fungus		Alternaria spadicea								
Alternaria stachytarpheticola	Fungus		Alternaria stachytarpheticola								
Alternaria steviae	Fungus		Alternaria steviae								
Alternaria striiformis	Fungus		Alternaria striiformis								
Alternaria subcucurbitae	Fungus		Alternaria subcucurbitae								
Alternaria subelliptica	Fungus		Alternaria subelliptica								
Alternaria subtropica	Fungus		Alternaria subtropica								
Alternaria subulata	Fungus		Alternaria subulata								
Alternaria sudanensis	Fungus		Alternaria sudanensis								
Alternaria suffruticosae	Fungus		Alternaria suffruticosae								
Alternaria suffruticosicola	Fungus		Alternaria suffruticosicola								
Alternaria sylvestris	Fungus		Alternaria sylvestris								
Alternaria tabacina	Fungus		Alternaria tabacina								
Alternaria tagetica	Fungus		Alternaria tagetica								
Alternaria tamaricis	Fungus		Alternaria tamaricis								
Alternaria tamijiana	Fungus		Alternaria tamijiana								
Alternaria tangelonis	Fungus		Alternaria tangelonis								
Alternaria tellustris	Fungus		Alternaria tellustris								
Alternaria tenuissima	Fungus		Alternaria tenuissima	/wiki/Alternaria_tenuissima							
Alternaria terricola	Fungus		Alternaria terricola								
Alternaria thalictricola	Fungus		Alternaria thalictricola								
Alternaria thalictrigena	Fungus		Alternaria thalictrigena								
Alternaria thalictrina	Fungus		Alternaria thalictrina								
Alternaria thlaspis	Fungus		Alternaria thlaspis								
Alternaria thunbergiae	Fungus		Alternaria thunbergiae								
Alternaria tillandsiae	Fungus		Alternaria tillandsiae								
Alternaria tinosporae	Fungus		Alternaria tinosporae								
Alternaria tomaticola	Fungus		Alternaria tomaticola								
Alternaria tomato	Fungus		Alternaria tomato								
Alternaria torilis	Fungus		Alternaria torilis								
Alternaria toxicogenica	Fungus		Alternaria toxicogenica								
Alternaria trachelospermi	Fungus		Alternaria trachelospermi								
Alternaria trachelospermicola	Fungus		Alternaria trachelospermicola								
Alternaria traversoi	Fungus		Alternaria traversoi								
Alternaria triangularis	Fungus		Alternaria triangularis								
Alternaria tribuli	Fungus		Alternaria tribuli								
Alternaria triglochinicola	Fungus		Alternaria triglochinicola								
Alternaria triticicola	Fungus		Alternaria triticicola								
Alternaria triticimaculans	Fungus		Alternaria triticimaculans								
