id	pathogen_nm	url	image	taxonomy	binomial_nm	synonyms	status
255	Grey mold	https://en.wikipedia.org/wiki/Botrytis_cinerea	https://upload.wikimedia.org/wikipedia/commons/e/e4/Aardbei_Lambada_vruchtrot_Botrytis_cinerea.jpg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Leotiomycetes,Order:Helotiales,Family:Sclerotiniaceae,Genus:Botrytis	Botrytis cinerea		 020: Synonym (taxonomy) row not found>
256	Grubs						 page not found 010: table not supplied
257	Gummy stem blight	https://en.wikipedia.org/wiki/Gummy_stem_blight	None				 010: table not supplied
258	Gummy stem blight,Black rot	https://en.wikipedia.org/wiki/Gummy_stem_blight	None				 010: table not supplied
259	Hairy beggarticks						 page not found 010: table not supplied
260	Hairy root	https://en.wikipedia.org/wiki/Agrobacterium	https://upload.wikimedia.org/wikipedia/commons/a/ae/Agrobacterium-tumefaciens.png	Domain:Bacteria,Phylum:Pseudomonadota,Class:Alphaproteobacteria,Order:Hyphomicrobiales,Family:Rhizobiaceae,Genus:AgrobacteriumConn 1942 (Approved Lists 1980)		Polymonas Lieske	
261	Hard rot	https://en.wikipedia.org/wiki/List_of_carrot_diseases	https://upload.wikimedia.org/wikipedia/en/9/96/Symbol_category_class.svg				 010: table not supplied
262	Headworm						 page not found 010: table not supplied
263	Heart rot	https://en.wikipedia.org/wiki/Heart_rot	https://upload.wikimedia.org/wikipedia/commons/2/28/Fistulina_hepatica.JPG				 010: table not supplied
264	Helicotylenchus nematode						 page not found 010: table not supplied
265	Helminthosporium leaf spot						 page not found 010: table not supplied
266	Hoorahgrass	https://en.wikipedia.org/wiki/Fimbristylis_miliacea	https://upload.wikimedia.org/wikipedia/commons/7/76/Fimbristylis_miliacea_2.JPG	Kingdom:Plantae,Clade:Tracheophytes,Clade:Angiosperms,Clade:Monocots,Clade:Commelinids,Order:Poales,Family:Cyperaceae,Genus:Fimbristylis	Fimbristylis miliacea	Scirpus miliaceus	
267	Hoppers						 page not found 010: table not supplied
268	Hornworm						 page not found 010: table not supplied
269	Indian-meal moth						 page not found 010: table not supplied
270	Insect pests						 page not found 010: table not supplied
271	Itchgrass	https://en.wikipedia.org/wiki/Rottboellia	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Kingdom:Plantae,Clade:Tracheophytes,Clade:Angiosperms,Clade:Monocots,Clade:Commelinids,Order:Poales,Family:Poaceae,Subfamily:Panicoideae,Genus:RottboelliaL.f. 1782 not Host 1801 nor Rottboelia Scop. 1777		Cymbachne Retz.,Robynsiochloa Jacq.-Fél.,Stegosia Lour.	
272	Jungle rice						 page not found 010: table not supplied
273	Katydid						 page not found 010: table not supplied
274	Khapra beetle	https://en.wikipedia.org/wiki/Khapra_beetle	https://upload.wikimedia.org/wikipedia/commons/f/fc/Khapra_beetle.jpg	:Larvae of Trogoderma granarium,Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Coleoptera,Family:Dermestidae,Genus:Trogoderma	Trogoderma granarium		 020: Synonym (taxonomy) row not found>
275	Ladybird beetle						 page not found 010: table not supplied
276	Lance nematode	https://en.wikipedia.org/wiki/Hoplolaimus_uniformis	https://upload.wikimedia.org/wikipedia/commons/9/9d/Celegans_wt_nhr80rnai.png	Kingdom:Animalia,Phylum:Nematoda,Class:Secernentea,Order:Tylenchida,Family:Hoplolaimidae,Genus:Hoplolaimus	Hoplolaimus uniformis		 020: Synonym (taxonomy) row not found>
277	Late blight	https://en.wikipedia.org/wiki/Phytophthora_infestans	https://upload.wikimedia.org/wikipedia/commons/c/c0/07_08_life_cycle%2C_Phytophthora_infestans_on_potato%2C_Peronosporales%2C_Oomycota_%28M._Piepenbring%29.png	Domain:Eukaryota,Clade:Diaphoretickes,Clade:SAR,Clade:Stramenopiles,Phylum:Oomycota,Order:Peronosporales,Family:Peronosporaceae,Genus:Phytophthora	Phytophthora infestans		 020: Synonym (taxonomy) row not found>
278	Lateral root dieback	https://en.wikipedia.org/wiki/Pythium	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Clade:Diaphoretickes,Clade:SAR,Clade:Stramenopiles,Phylum:Oomycota,Order:Peronosporales,Family:Pythiaceae,Genus:PythiumPringsheim, 1858			 020: Synonym (taxonomy) row not found>
279	Leaf beetle	https://en.wikipedia.org/wiki/Leaf_beetle	https://upload.wikimedia.org/wikipedia/commons/f/f2/Acalymma_vittatum.jpg	Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Coleoptera,Infraorder:Cucujiformia,Family:ChrysomelidaeLatreille, 1802 [1]			 020: Synonym (taxonomy) row not found>
280	Leaf blight						 page not found 010: table not supplied
281	Leaf miner	https://en.wikipedia.org/wiki/Leaf_miner	https://upload.wikimedia.org/wikipedia/commons/4/40/Cameraria_ohridella_8419.jpg				 010: table not supplied
282	Leaf mold	https://en.wikipedia.org/wiki/Leaf_mold	https://upload.wikimedia.org/wikipedia/commons/e/ec/Wiktionary-logo.svg				 010: table not supplied
283	Leaf roller						 page not found 010: table not supplied
284	Leaf rot	https://en.wikipedia.org/wiki/Typhula_variabilis	https://upload.wikimedia.org/wikipedia/commons/0/00/Mushroom_%28PSF%29.png	Domain:Eukaryota,Kingdom:Fungi,Division:Basidiomycota,Class:Agaricomycetes,Order:Agaricales,Family:Typhulaceae,Genus:Typhula	Typhula variabilis	Craterellus variabilis,Sclerotium semen,Typhula betae,Typhula intermedia,Typhula laschii,Typhula semen	
285	Leaf rust						 caught ex: DisambiguationError:
['Wheat leaf rust', 'Hemileia vastatrix', 'Leaf rust (barley)', 'Puccinia hordei', 'Phakopsora euvitis'] 010: table not supplied							
286	Leaf speckle						 page not found 010: table not supplied
287	Leaf spot	https://en.wikipedia.org/wiki/Several	https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg				 010: table not supplied
288	Leaffolder						 page not found 010: table not supplied
289	Leafhoppers	https://en.wikipedia.org/wiki/Cicadella_viridis	https://upload.wikimedia.org/wikipedia/commons/7/74/Cicadella_viridis.ogv	:Upperside,Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Hemiptera,Family:Cicadellidae,Subfamily:Cicadellinae,Genus:Cicadella	Cicadella viridis		 020: Synonym (taxonomy) row not found>
290	Leafminer						 page not found 010: table not supplied
291	Leafroller						 page not found 010: table not supplied
292	Lesion nematode	https://en.wikipedia.org/wiki/Pratylenchus_penetrans	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Kingdom:Animalia,Phylum:Nematoda,Class:Secernentea,Order:Tylenchida,Family:Pratylenchidae,Genus:Pratylenchus	Pratylenchus penetrans		 020: Synonym (taxonomy) row not found>
293	Lesser grain borer	https://en.wikipedia.org/wiki/Rhyzopertha	https://upload.wikimedia.org/wikipedia/commons/8/89/CSIRO_ScienceImage_10792_Rhyzopertha_dominica_Lesser_Grain_Borer.jpg	Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Coleoptera,Family:Bostrichidae,Genus:RhyzoperthaStephens, 1830	Rhyzopertha dominica	Synodendron dominicum,Synodendron pusillum,Sinodendron dominicum,Sinodendron pusillum,Rhyzopertha pusilla,Rhizopertha pusilla,Rhizopertha dominica,Dinoderus pusillus,Ptinus piceus,Ptinus fissicornis,Apate rufa,Apate pusilla,Apate frumentaria,Bostrichus moderatus,Rhizopertha rufa	
294	Licorice rot						 caught ex: IndexError: list index out of range page not found 010: table not supplied
295	Lilac Tasselflower	https://en.wikipedia.org/wiki/Emilia_sonchifolia	https://upload.wikimedia.org/wikipedia/commons/b/b7/Emilia_sonchifolia-Silent_Valley-2016-08-13-001.jpg	Kingdom:Plantae,Clade:Tracheophytes,Clade:Angiosperms,Clade:Eudicots,Clade:Asterids,Order:Asterales,Family:Asteraceae,Genus:Emilia	Emilia sonchifolia	Cacalia sonchifolia,Crassocephalum sonchifolium,Emilia marivelensis,Emilia purpurea,Emilia rigidula,Emilia sinica,Gynura ecalyculata,Prenanthes javanica,Senecio auriculatus,Senecio rapae,Senecio sonchifolius,Sonchus javanicus	
296	Locust	https://en.wikipedia.org/wiki/Locust	https://upload.wikimedia.org/wikipedia/commons/3/3b/CSIRO_ScienceImage_1367_Locusts_attacked_by_the_fungus_Metarhizium.jpg				 010: table not supplied
297	Loopers	https://en.wikipedia.org/wiki/Loopers	https://upload.wikimedia.org/wikipedia/en/2/27/Loopers_game_cover.jpg				 010: table not supplied
298	Maggots						 page not found 010: table not supplied
299	Major weeds						 page not found 010: table not supplied
300	Mango anthracnose	https://en.wikipedia.org/wiki/Glomerella_cingulata	https://upload.wikimedia.org/wikipedia/commons/5/5d/Bitter_rot.jpg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Sordariomycetes,Order:Glomerellales,Family:Glomerellaceae,Genus:Colletotrichum	Glomerella cingulata	Colletotrichum gloeosporioides,Glomerella rufomaculans-vaccinii	
301	Mango leafhopper						 page not found 010: table not supplied
302	Mango scab						 page not found 010: table not supplied
303	Mango stem borer,	https://en.wikipedia.org/wiki/Batocera_rufomaculata	https://upload.wikimedia.org/wikipedia/commons/5/5e/Batocera_rufomaculata.jpg	:Domain:,Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Coleoptera,Infraorder:Cucujiformia,Family:Cerambycidae,Genus:Batocera	Batocera rufomaculata	Cerambyx rufomaculatus,Cerambyx rubiginosus,Cerambyx cruentatus	
304	Mango stem end rot						 page not found 010: table not supplied
305	Mango thrips	https://en.wikipedia.org/wiki/List_of_minor_insects_of_Sri_Lanka	https://upload.wikimedia.org/wikipedia/commons/5/5f/Pigeon_Island_National_Park%2C_Trincomalee.jpg				 010: table not supplied
306	Mango tip borer						 page not found 010: table not supplied
307	Mango twig borer						 page not found 010: table not supplied
308	Mealy bugs	https://en.wikipedia.org/wiki/John_Noyes_(entomologist)	https://upload.wikimedia.org/wikipedia/en/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg				 010: table not supplied
309	Melanose scab	https://en.wikipedia.org/wiki/Diaporthe_citri	https://upload.wikimedia.org/wikipedia/commons/a/ad/Diaporthe_citri_%2810.3897-mycokeys.77.59999%29_Figure_4.jpg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Sordariomycetes,Order:Diaporthales,Family:Diaporthaceae,Genus:Diaporthe	Diaporthe citri	Phomopsis californica,Phomopsis caribaea,Phomopsis citri,Phomopsis cytosporella	
310	Melon thrips	https://en.wikipedia.org/wiki/Thrips_palmi	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Thysanoptera,Family:Thripidae,Genus:Thrips	Thrips palmi		 020: Synonym (taxonomy) row not found>
311	Melon worm	https://en.wikipedia.org/wiki/Diaphania_indica	https://upload.wikimedia.org/wikipedia/commons/f/f5/Blackborder_moth_sal.jpg	Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Lepidoptera,Family:Crambidae,Genus:Diaphania	Diaphania indica		
312	Mexican primrose-willow	https://en.wikipedia.org/wiki/Ludwigia_octovalvis	https://upload.wikimedia.org/wikipedia/commons/c/c6/Blue_Eyes_Fuchsia.JPG	Kingdom:Plantae,Clade:Tracheophytes,Clade:Angiosperms,Clade:Eudicots,Clade:Rosids,Order:Myrtales,Family:Onagraceae,Genus:Ludwigia	Ludwigia octovalvis		 020: Synonym (taxonomy) row not found>
313	Mice						 page not found 010: table not supplied
314	Mildew	https://en.wikipedia.org/wiki/Mildew	https://upload.wikimedia.org/wikipedia/commons/f/f5/20110605_195711_MildewFromShowerCurtain.jpg				 010: table not supplied
315	Mites						 page not found 010: table not supplied
316	Mixed weeds						 page not found 010: table not supplied
317	Moko disease	https://en.wikipedia.org/wiki/Ralstonia_solanacearum	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Bacteria,Phylum:Pseudomonadota,Class:Betaproteobacteria,Order:Burkholderiales,Family:Burkholderiaceae,Genus:Ralstonia	Ralstonia solanacearum	Burkholderia solanacearum,Bacillus solanacearum,Pseudomonas solanacearum,Pseudomonas batatae,Pseudomonas ricini	
318	Mole cricket	https://en.wikipedia.org/wiki/Mole_cricket	https://upload.wikimedia.org/wikipedia/commons/6/69/89912_Gryllotalpa_gryllotalpa%28112r9%29.wav	Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Orthoptera,Infraorder:Gryllidea,Family:GryllotalpidaeSaussure, 1870,:Distribution of Gryllotalpa, Scapteriscus, Neocurtilla		Curtillidae Kirby,,Gryllotalpida, Gryllotalpides,	
319	Monachoria						 page not found 010: table not supplied
320	Morning glory						 caught ex: IndexError: list index out of range page not found 010: table not supplied
321	Motley dwarf	https://en.wikipedia.org/wiki/List_of_carrot_diseases	https://upload.wikimedia.org/wikipedia/en/9/96/Symbol_category_class.svg				 010: table not supplied
322	Mutha grass						 page not found 010: table not supplied
323	Neck rot						 page not found 010: table not supplied
324	Nematodes						 page not found 010: table not supplied
325	Northern corn leaf blight	https://en.wikipedia.org/wiki/Northern_corn_leaf_blight	https://upload.wikimedia.org/wikipedia/commons/3/38/NCLB_disease_cycle.JPG				 010: table not supplied
326	NutSedges						 page not found 010: table not supplied
327	Onion armyworm	https://en.wikipedia.org/wiki/Beet_armyworm	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	:Domain:,Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Lepidoptera,Family:Noctuidae,Genus:Spodoptera	Spodoptera exigua	Noctua exigua,Caradrina venosa,Laphygma exigua	
328	Oriental fruit fly						 page not found 010: table not supplied
329	Paddy rice						 page not found 010: table not supplied
330	Panama disease	https://en.wikipedia.org/wiki/Panama_disease	https://upload.wikimedia.org/wikipedia/commons/4/4e/Approximately_30_Gros_Michel_Bananas.jpg				 010: table not supplied
331	Panicle rice blast						 page not found 010: table not supplied
332	Papaya fruit + root rot	https://en.wikipedia.org/wiki/Phytophthora_palmivora	https://upload.wikimedia.org/wikipedia/commons/5/51/Brokencoconut.jpg	Domain:Eukaryota,Clade:Diaphoretickes,Clade:SAR,Clade:Stramenopiles,Phylum:Oomycota,Order:Peronosporales,Family:Peronosporaceae,Genus:Phytophthora	Phytophthora palmivora	Kawakamia carica,Phytophthora arecae,Phytophthora cactorum,Phytophthora carica,Phytophthora carica,Phytophthora faberi,Phytophthora heveae,Phytophthora omnivora,Phytophthora palmivora,Phytophthora palmivora,Phytophthora palmivora,Phytophthora palmivora,Phytophthora palmivora,Phytophthora parasitica,Phytophthora parasitica,Phytophthora theobromae,Pythium palmivorum	
333	Para grass	https://en.wikipedia.org/wiki/Urochloa_mutica	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Kingdom:Plantae,Clade:Tracheophytes,Clade:Angiosperms,Clade:Monocots,Clade:Commelinids,Order:Poales,Family:Poaceae,Subfamily:Panicoideae,Genus:Urochloa	Urochloa mutica	Brachiaria mutica,Panicum muticum,Brachiaria numidiana,Brachiaria purpurascens,Panicum amphibium,Panicum appressum,Panicum barbinode,Panicum equinum,Panicum guadaloupense,Panicum leiogonum,Panicum limnaeum,Panicum numidianum,Panicum paraguayense,Panicum pictigluma,Panicum punctulatum,Panicum purpurascens	
334	Perennial broadleaf weeds						 page not found 010: table not supplied
335	Perennial grass weeds						 page not found 010: table not supplied
336	Perennial grasses						 page not found 010: table not supplied
337	Perennial sedges						 page not found 010: table not supplied
338	Perennial Weeds						 page not found 010: table not supplied
339	Phoma blight						 page not found 010: table not supplied
340	Phomopsis blight	https://en.wikipedia.org/wiki/Phomopsis_asparagi	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Kingdom:Fungi,Division:Ascomycota,Class:Sordariomycetes,Order:Diaporthales,Family:Valsaceae,Genus:Phomopsis	Phomopsis asparagi	Phoma asparagi	
341	Phymatotrichum root rot (cotton root rot)	https://en.wikipedia.org/wiki/Texas_root_rot	https://upload.wikimedia.org/wikipedia/commons/c/c1/Cuciform_Hyphae_of_P._Omnivera.jpg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Pezizomycetes,Order:Pezizales,Family:Rhizinaceae,Genus:Phymatotrichopsis	Phymatotrichopsis omnivora	Ozonium auricomum,Ozonium omnivorum,Phymatotrichum omnivorum	
342	Phythopthora Root rot	https://en.wikipedia.org/wiki/Phytophthora_cinnamomi	https://upload.wikimedia.org/wikipedia/commons/8/8c/Boot_cleaning_station_in_Lesueur_National_Park%2C_September_2023.jpg	Domain:Eukaryota,Clade:Diaphoretickes,Clade:SAR,Clade:Stramenopiles,Phylum:Oomycota,Order:Peronosporales,Family:Peronosporaceae,Genus:Phytophthora	Phytophthora cinnamomi		 020: Synonym (taxonomy) row not found>
343	Phythopthora rot						 page not found 010: table not supplied
344	Phytophthora blight	https://en.wikipedia.org/wiki/Phytophthora_capsici	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Clade:Diaphoretickes,Clade:SAR,Clade:Stramenopiles,Phylum:Oomycota,Order:Peronosporales,Family:Peronosporaceae,Genus:Phytophthora	Phytophthora capsici	Phytophthora parasitica	
345	Phytophthora infestans	https://en.wikipedia.org/wiki/Phytophthora_infestans	https://upload.wikimedia.org/wikipedia/commons/c/c0/07_08_life_cycle%2C_Phytophthora_infestans_on_potato%2C_Peronosporales%2C_Oomycota_%28M._Piepenbring%29.png	Domain:Eukaryota,Clade:Diaphoretickes,Clade:SAR,Clade:Stramenopiles,Phylum:Oomycota,Order:Peronosporales,Family:Peronosporaceae,Genus:Phytophthora	Phytophthora infestans		 020: Synonym (taxonomy) row not found>
346	Phytophthora root rot	https://en.wikipedia.org/wiki/Phytophthora_megasperma	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Clade:Diaphoretickes,Clade:SAR,Clade:Stramenopiles,Phylum:Oomycota,Order:Peronosporales,Family:Peronosporaceae,Genus:Phytophthora	Phytophthora megasperma	Pythiomorpha miyabeana	
347	Pickerel weed						 page not found 010: table not supplied
348	Pineapple butt rot	https://en.wikipedia.org/wiki/Ceratocystis_paradoxa	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Kingdom:Fungi,Division:Ascomycota,Class:Sordariomycetes,Order:Microascales,Family:Ceratocystidaceae,Genus:Ceratocystis	Ceratocystis paradoxa	Ceratostomella paradoxa,Chalara paradoxa,Chalara thielavioides,Chalaropsis thielavioides,Endoconidiophora paradoxa,Endoconidium fragrans,Hughesiella euricoi,Neocarpenteles acanthosporum,Ophiostoma paradoxum,Sporoschisma paradoxum,Stilbochalara dimorpha,Thielaviopsis ethacetica,Thielaviopsis euricoi,Thielaviopsis paradoxa,Thielaviopsis thielavioides	
349	Pineapple disease						 page not found 010: table not supplied
350	Pineapple fruit rot						 page not found 010: table not supplied
351	Pineapple mites						 page not found 010: table not supplied
352	Pineapple mold						 page not found 010: table not supplied
353	Pineapple wilt						 page not found 010: table not supplied
354	Pink disease						 caught ex: DisambiguationError:
['Acrodynia', 'Erythricium salmonicolor'] 010: table not supplied							
355	Pink mold rot	https://en.wikipedia.org/wiki/Trichothecium_roseum	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Sordariomycetes,Order:Hypocreales,Genus:Trichothecium	Trichothecium roseum	Trichoderma roseum,Hyphelia rosea,Puccinia rosea,Cephalothecium roseum,Dactylium roseum	
356	Pink rot	https://en.wikipedia.org/wiki/Pink_rot	https://upload.wikimedia.org/wikipedia/commons/8/8c/DAB_list_gray.svg				 010: table not supplied
357	Pink scavenger moth	https://en.wikipedia.org/wiki/Anatrachyntis_rileyi	https://upload.wikimedia.org/wikipedia/commons/0/0f/Anatrachyntis_rileyi_181784086.jpg	Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Lepidoptera,Family:Cosmopterigidae,Genus:Anatrachyntis	Anatrachyntis rileyi	Batrachedra rileyi,Pyroderces rileyi,Sathrobrota rileyi,Batrachedra stigmatophora,Pyroderces stigmatophora,Anatrachyntis stigmatophora	
358	Pink Stem Borer	https://en.wikipedia.org/wiki/Sesamia_inferens	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	:Ventral view,Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Lepidoptera,Family:Noctuidae,Genus:Sesamia	Sesamia inferens	Leucania inferens,Leucania proscripta,Sesamia tranquilaris,Nonagria gracilis,Sesamia albicillata,Nonagria innocens,Sesamia creticoides,Sesamia kosempoana,Sesamia sokutsuana,Semasia hirayamae	
359	Pitmark						 page not found 010: table not supplied
360	Planthoppers						 page not found 010: table not supplied
361	Pod rot						 page not found 010: table not supplied
362	Post-emergent broadleaf weeds						 page not found 010: table not supplied
363	Potato black rot	https://en.wikipedia.org/wiki/Black_rot	https://upload.wikimedia.org/wikipedia/commons/d/d2/Black_knot_on_black_cherry1.jpg				 010: table not supplied
364	Potato cyst nematode	https://en.wikipedia.org/wiki/Potato_cyst_nematode	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Kingdom:Animalia,Phylum:Nematoda,Class:Secernentea,Order:Tylenchida,Family:Heteroderidae,Subfamily:Heteroderinae,Genus:GloboderaSkarbilovich, 1959			 020: Synonym (taxonomy) row not found>
365	Potato tuber worm						 page not found 010: table not supplied
366	Powdery mildew	https://en.wikipedia.org/wiki/Ascomycota	https://upload.wikimedia.org/wikipedia/commons/e/ea/04_01_02_life_cycle_Ascomycota%2C_ascus_%28M._Piepenbring%29.svg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota(Berk.) Caval.-Sm. (1998)[2]			 020: Synonym (taxonomy) row not found>
367	Purple blotch	https://en.wikipedia.org/wiki/Alternaria	https://upload.wikimedia.org/wikipedia/commons/7/7b/Alternariosis_3.jpg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Dothideomycetes,Order:Pleosporales,Family:Pleosporaceae,Genus:AlternariaNees			 020: Synonym (taxonomy) row not found>
368	Purple cleome	https://en.wikipedia.org/wiki/Cleome_rutidosperma	https://upload.wikimedia.org/wikipedia/commons/b/bd/Cleome_rutidosperma.jpg	Kingdom:Plantae,Clade:Tracheophytes,Clade:Angiosperms,Clade:Eudicots,Clade:Rosids,Order:Brassicales,Family:Cleomaceae,Genus:Cleome	Cleome rutidosperma	Cleome ciliata	
369	Purple nutsedge	https://en.wikipedia.org/wiki/Cyperus_rotundus	https://upload.wikimedia.org/wikipedia/commons/6/69/Cyperus_rotundus_by_kadavoor.JPG	Kingdom:Plantae,Clade:Tracheophytes,Clade:Angiosperms,Clade:Monocots,Clade:Commelinids,Order:Poales,Family:Cyperaceae,Genus:Cyperus	Cyperus rotundus		 020: Synonym (taxonomy) row not found>
370	Pythium 						 page not found 010: table not supplied
371	Pythium brown rot and forking	https://en.wikipedia.org/wiki/Pythium	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Clade:Diaphoretickes,Clade:SAR,Clade:Stramenopiles,Phylum:Oomycota,Order:Peronosporales,Family:Pythiaceae,Genus:PythiumPringsheim, 1858			 020: Synonym (taxonomy) row not found>
372	Pythium root dieback	https://en.wikipedia.org/wiki/Pythium	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Clade:Diaphoretickes,Clade:SAR,Clade:Stramenopiles,Phylum:Oomycota,Order:Peronosporales,Family:Pythiaceae,Genus:PythiumPringsheim, 1858			 020: Synonym (taxonomy) row not found>
373	Rats						 page not found 010: table not supplied
374	Red flour beetle	https://en.wikipedia.org/wiki/Red_flour_beetle	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Coleoptera,Infraorder:Cucujiformia,Family:Tenebrionidae,Genus:Tribolium	Tribolium castaneum		
375	Red rot	https://en.wikipedia.org/wiki/Red_rot	https://upload.wikimedia.org/wikipedia/commons/b/b6/Red_Rot_Leather.jpg				 010: table not supplied
376	Red sprangletop	https://en.wikipedia.org/wiki/Leptochloa_chinensis	https://upload.wikimedia.org/wikipedia/commons/a/a6/Crypsisvaginiflora.jpg	Kingdom:Plantae,Clade:Tracheophytes,Clade:Angiosperms,Clade:Monocots,Clade:Commelinids,Order:Poales,Family:Poaceae,Subfamily:Chloridoideae,Genus:Leptochloa	Leptochloa chinensis		 020: Synonym (taxonomy) row not found>
377	Redflower ragleaf	https://en.wikipedia.org/wiki/Crassocephalum_crepidioides	https://upload.wikimedia.org/wikipedia/commons/f/f3/Crassocephalum_crepidioides_by_kadavoor.JPG	Kingdom:Plantae,Clade:Tracheophytes,Clade:Angiosperms,Clade:Eudicots,Clade:Asterids,Order:Asterales,Family:Asteraceae,Genus:Crassocephalum	Crassocephalum crepidioides	Gynura crepidioides,Crassocephalum diversifolium,Gynura diversifolia,Gynura microcephala,Gynura polycephala,Senecio crepidioides,Senecio diversifolius	
378	Rhizoctonia canker	https://en.wikipedia.org/wiki/Rhizoctonia_solani	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Kingdom:Fungi,Division:Basidiomycota,Class:Agaricomycetes,Order:Cantharellales,Family:Ceratobasidiaceae,Genus:Rhizoctonia	Rhizoctonia solani	Moniliopsis solani	
379	Rhizoctonia seedling disease	https://en.wikipedia.org/wiki/Rhizoctonia_solani	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Kingdom:Fungi,Division:Basidiomycota,Class:Agaricomycetes,Order:Cantharellales,Family:Ceratobasidiaceae,Genus:Rhizoctonia	Rhizoctonia solani	Moniliopsis solani	
380	Rhizopus wooly soft rot	https://en.wikipedia.org/wiki/Rhizopus	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Kingdom:Fungi,Division:Mucoromycota,Class:Mucoromycetes,Order:Mucorales,Family:Mucoraceae,Genus:RhizopusEhrenb. (1820)		Crinofera Nieuwl.,Pilophora Wallr.	
381	Rice	https://en.wikipedia.org/wiki/Rice	https://upload.wikimedia.org/wikipedia/commons/0/0a/20201102.Hengnan.Hybrid_rice_Sanyou-1.6.jpg				 010: table not supplied
382	Rice bacterial blight	https://en.wikipedia.org/wiki/Xanthomonas_oryzae	https://upload.wikimedia.org/wikipedia/commons/0/0f/Average_prokaryote_cell-gl.svg	Phylum:Pseudomonadota,Class:Gammaproteobacteria,Order:Xanthomonadales,Family:Xanthomonadaceae,Genus:Xanthomonas	Xanthomonas oryzae		 020: Synonym (taxonomy) row not found>
